sttl,sbytes,dbytes,sload,dur,rate,tcprtt,synack,ackdat,ct_dst_src_ltm,label
254,7954,354,21302.3457,2.773779,7.570899,0.144772,0.077744,0.067028,1,0
254,794,0,317600000,1e-05,100000.0025,0,0,0,2,0
254,2516,354,12368.25391,1.465041,11.60377,0.221146,0.09657,0.124576,3,0
62,816,1172,5976.375,0.983874,17.278635,0.206572,0.108393,0.098179,2,0
254,534,268,5387.982422,0.714182,21.003049,0.162097,0.079909,0.082188,2,0
0,92,0,6.133776,59.995674,0.016668,0,0,0,2,0
0,92,0,6.133775,59.995678,0.016668,0,0,0,2,0
0,92,0,6.133776,59.995674,0.016668,0,0,0,2,0
62,826,1266,3876.882812,1.535254,12.375802,0.180318,0.103612,0.076706,2,0
0,92,0,6.133775,59.995678,0.016668,0,0,0,2,0
254,534,268,5081.243164,0.757295,19.80734,0.226895,0.138291,0.088604,2,0
254,534,354,5067.785645,0.759306,22.388865,0.172317,0.069791,0.102526,3,0
254,2516,354,14002.70117,1.294036,13.137192,0.135361,0.079802,0.055559,2,0
62,830,1134,5641.147461,1.059359,16.047441,0.274887,0.128459,0.146428,1,0
254,534,268,6166.192383,0.624048,24.036613,0.221323,0.089865,0.131458,3,0
254,2516,354,15223.15527,1.190292,14.28221,0.195284,0.105903,0.089381,2,0
254,534,268,3850.032715,0.999472,15.007924,0.266426,0.107439,0.158987,3,0
62,804,1414,5847.268066,0.990548,19.181301,0.181441,0.084249,0.097192,2,0
254,534,268,5869.271484,0.655618,22.879176,0.199328,0.120374,0.078954,2,0
254,2516,354,22365.75781,0.810167,20.983328,0.21379,0.117396,0.096394,3,0
254,990,0,509.208679,14.846565,1.414469,0,0,0,14,0
254,990,0,509.208679,14.846565,1.414469,0,0,0,14,0
254,990,0,509.208679,14.846565,1.414469,0,0,0,14,0
254,534,268,2421.971924,1.588788,9.441159,0.153274,0.081819,0.071455,2,0
254,2516,354,15737.73145,1.151373,14.76498,0.24447,0.13811,0.10636,3,0
254,900,0,476.47995,14.355273,1.323555,0,0,0,14,0
254,900,0,476.47995,14.355273,1.323555,0,0,0,14,0
254,900,0,476.47995,14.355273,1.323555,0,0,0,14,0
254,900,0,440.371246,15.53235,1.223253,0,0,0,14,0
254,900,0,438.715302,15.590977,1.218654,0,0,0,14,0
254,900,0,440.371246,15.53235,1.223253,0,0,0,14,0
254,900,0,440.371246,15.53235,1.223253,0,0,0,14,0
254,900,0,438.715302,15.590977,1.218654,0,0,0,14,0
254,900,0,438.715302,15.590977,1.218654,0,0,0,14,0
254,2516,354,16863.75195,1.074494,15.821401,0.22157,0.127886,0.093684,3,0
254,810,0,382.985992,15.979696,1.06385,0,0,0,14,0
254,810,0,401.934662,15.226356,1.116485,0,0,0,14,0
254,810,0,382.985992,15.979696,1.06385,0,0,0,17,0
254,810,0,401.934662,15.226356,1.116485,0,0,0,17,0
254,810,0,382.985992,15.979696,1.06385,0,0,0,17,0
62,898,1120,5057.083984,1.303518,14.575939,0.140062,0.07451,0.065552,1,0
254,810,0,401.934662,15.226356,1.116485,0,0,0,17,0
254,720,0,351.22937,15.374568,0.975637,0,0,0,17,0
254,720,0,351.22937,15.374568,0.975637,0,0,0,17,0
254,720,0,351.22937,15.374568,0.975637,0,0,0,17,0
254,534,268,6607.267578,0.582389,25.755981,0.178731,0.098958,0.079773,2,0
254,630,0,284.532166,16.448053,0.790367,0,0,0,17,0
254,630,0,279.124512,16.76671,0.775346,0,0,0,17,0
254,630,0,279.124512,16.76671,0.775346,0,0,0,17,0
254,630,0,303.841064,15.40279,0.844003,0,0,0,17,0
254,630,0,284.532166,16.448053,0.790367,0,0,0,17,0
254,2516,354,7357.556641,2.462774,6.902785,0.2792,0.162075,0.117125,1,0
254,534,354,3674.669678,1.047169,16.234247,0.171522,0.11764,0.053882,2,0
254,630,0,279.124512,16.76671,0.775346,0,0,0,17,0
254,630,0,284.532166,16.448053,0.790367,0,0,0,17,0
254,630,0,303.841064,15.40279,0.844003,0,0,0,17,0
254,630,0,303.841064,15.40279,0.844003,0,0,0,17,0
62,896,1142,2720.282471,2.417396,8.687033,0.301504,0.150194,0.15131,1,0
254,540,0,246.817657,16.044233,0.685605,0,0,0,7,0
254,540,0,242.163666,16.352577,0.672677,0,0,0,7,0
254,540,0,246.817657,16.044233,0.685605,0,0,0,17,0
254,540,0,242.163666,16.352577,0.672677,0,0,0,7,0
254,540,0,242.163666,16.352577,0.672677,0,0,0,7,0
254,540,0,246.817657,16.044233,0.685605,0,0,0,7,0
254,534,268,5790.71582,0.664512,22.572957,0.148054,0.090584,0.05747,3,0
254,534,268,4473.336914,0.860208,17.437643,0.16717,0.079005,0.088165,3,0
254,450,0,214.533401,15.102544,0.595926,0,0,0,11,0
62,810,1228,2946.280518,1.979445,9.59865,0.14109,0.071357,0.069733,2,0
254,450,0,214.533401,15.102544,0.595926,0,0,0,11,0
254,2516,354,10276.62402,1.763225,9.641424,0.228211,0.156418,0.071793,1,0
254,534,268,5904.992188,0.651652,23.018422,0.191544,0.087402,0.104142,3,0
254,450,0,206.575012,15.684376,0.573819,0,0,0,7,0
254,450,0,206.575012,15.684376,0.573819,0,0,0,7,0
254,360,0,167.899979,15.008936,0.466389,0,0,0,11,0
254,360,0,167.899979,15.008936,0.466389,0,0,0,11,0
254,534,354,3319.101074,1.15935,14.663388,0.153635,0.083699,0.069936,2,0
254,360,0,156.213165,16.131804,0.433925,0,0,0,11,0
254,360,0,156.213165,16.131804,0.433925,0,0,0,11,0
254,534,268,5363.163574,0.717487,20.906303,0.132444,0.083125,0.049319,2,0
254,270,0,109.165855,16.488672,0.303238,0,0,0,11,0
254,2516,354,20712.5,0.874834,19.432258,0.228169,0.140685,0.087484,3,0
254,270,0,107.141655,16.800188,0.297616,0,0,0,9,0
254,270,0,109.165855,16.488672,0.303238,0,0,0,11,0
254,270,0,107.141655,16.800188,0.297616,0,0,0,11,0
62,814,1266,3811.24707,1.538604,12.348856,0.333902,0.109439,0.224463,2,0
254,270,0,111.54493,16.136995,0.309847,0,0,0,11,0
254,270,0,111.54493,16.136995,0.309847,0,0,0,11,0
254,180,0,62.526024,17.272808,0.173683,0,0,0,9,0
254,180,0,62.543964,17.267853,0.173733,0,0,0,9,0
254,180,0,62.543964,17.267853,0.173733,0,0,0,9,0
254,534,268,4427.028809,0.869206,17.257129,0.2012,0.108745,0.092455,3,0
254,180,0,56.31802,19.176811,0.156439,0,0,0,9,0
254,180,0,62.526024,17.272808,0.173683,0,0,0,9,0
254,180,0,64.719048,16.687513,0.179775,0,0,0,9,0
254,180,0,56.31802,19.176811,0.156439,0,0,0,9,0
254,2516,268,22184.65039,0.816781,18.364776,0.234341,0.128308,0.106033,3,0
254,180,0,64.719048,16.687513,0.179775,0,0,0,9,0
254,534,268,5308.340332,0.724897,20.692594,0.305671,0.154212,0.151459,3,0
62,876,1182,3952.532471,1.625287,11.690243,0.184153,0.075141,0.109012,1,0
254,2516,354,10418.93066,1.739142,9.774935,0.155534,0.074759,0.080775,3,0
254,534,268,4343.924316,0.885835,16.933176,0.264407,0.154903,0.109504,3,0
254,534,354,3262.440918,1.179485,14.413071,0.153475,0.059793,0.093682,2,0
254,2516,354,13738.25195,1.318945,12.889089,0.141348,0.081363,0.059985,1,0
62,824,1206,5660.692383,1.048635,16.211551,0.263248,0.142526,0.120722,4,0
62,822,1378,3964.161865,1.49338,12.722817,0.24616,0.106148,0.140012,4,0
62,822,1378,3964.161865,1.49338,12.722817,0.24616,0.106148,0.140012,4,0
254,534,354,5849.419922,0.657843,25.842032,0.154585,0.0829,0.071685,2,0
62,822,1378,3964.161865,1.49338,12.722817,0.24616,0.106148,0.140012,4,0
254,2516,354,12492.97559,1.450415,11.720783,0.148026,0.075352,0.072674,1,0
254,534,354,2653.463623,1.45018,11.722682,0.147977,0.075253,0.072724,2,0
254,534,354,2954.842773,1.302269,13.054139,0.162513,0.084404,0.078109,2,0
62,816,1294,4861.673828,1.20946,14.055859,0.160495,0.076835,0.08366,4,0
254,2516,268,28363.95313,0.638839,23.480094,0.223974,0.139422,0.084552,2,0
62,810,1138,4262.058105,1.368353,13.885306,0.257473,0.104015,0.153458,4,0
62,810,1138,4262.058105,1.368353,13.885306,0.257473,0.104015,0.153458,4,0
254,2516,354,18799.13867,0.963874,17.63716,0.122622,0.062448,0.060174,2,0
254,534,354,4442.448242,0.866189,19.626202,0.237641,0.144164,0.093477,1,0
62,800,1246,7989.291992,0.720965,23.579507,0.142953,0.067697,0.075256,2,0
254,2516,268,27842.27148,0.650809,23.048237,0.286305,0.12385,0.162455,2,0
62,792,1140,5196.981934,1.09756,17.311126,0.149633,0.072004,0.077629,2,0
254,534,268,4542.948242,0.847027,17.708999,0.265274,0.114578,0.150696,2,0
254,2516,268,25933.61719,0.698707,21.468227,0.203594,0.109304,0.09429,2,0
254,2516,354,17111.53125,1.058935,16.053865,0.15398,0.067118,0.086862,2,0
254,534,354,5049.047363,0.762124,22.306081,0.132417,0.07776,0.054657,4,0
254,2516,354,26007.54102,0.696721,24.40001,0.137256,0.065254,0.072002,2,0
62,822,1120,3813.764648,1.552272,10.951689,0.22291,0.098223,0.124687,2,0
254,534,354,3560.417725,1.080772,15.729496,0.18222,0.099541,0.082679,4,0
254,534,268,5615.230957,0.685279,21.888895,0.236791,0.145203,0.091588,3,0
62,796,1192,6561.720215,0.874161,21.735126,0.174053,0.091674,0.082379,1,0
254,2516,268,28602.68164,0.633507,23.677717,0.15334,0.073071,0.080269,1,0
254,534,268,9194.105469,0.418529,35.83981,0.155128,0.08526,0.069868,3,0
254,540,0,406.816711,9.734114,1.130046,0,0,0,18,0
254,540,0,437.388794,9.05373,1.214969,0,0,0,18,0
254,540,0,448.232208,8.834706,1.245089,0,0,0,18,0
254,540,0,437.388794,9.05373,1.214969,0,0,0,18,0
254,540,0,481.036896,8.232217,1.336214,0,0,0,18,0
254,540,0,417.17157,9.492497,1.15881,0,0,0,18,0
254,540,0,481.036896,8.232217,1.336214,0,0,0,18,0
254,540,0,417.17157,9.492497,1.15881,0,0,0,18,0
254,534,354,3376.510986,1.139638,14.917018,0.272878,0.170975,0.101903,3,0
254,540,0,406.816711,9.734114,1.130046,0,0,0,18,0
254,540,0,448.232208,8.834706,1.245089,0,0,0,18,0
254,90,0,59999996,6e-06,166666.6608,0,0,0,18,0
254,450,0,231.721649,13.982293,0.643671,0,0,0,25,0
254,450,0,157.778885,20.535067,0.438275,0,0,0,25,0
254,450,0,178.880096,18.112692,0.496889,0,0,0,25,0
254,2516,268,36204.375,0.500492,29.97051,0.109026,0.065034,0.043992,1,0
254,450,0,211.367157,15.328777,0.587131,0,0,0,25,0
254,450,0,216.602844,14.958252,0.601675,0,0,0,25,0
254,450,0,248.205078,13.053721,0.689459,0,0,0,25,0
62,890,1150,5820.516602,1.12155,18.724088,0.155339,0.08797,0.067369,2,0
254,450,0,216.602844,14.958252,0.601675,0,0,0,25,0
254,450,0,169.571396,19.106997,0.471032,0,0,0,25,0
254,450,0,130.878326,24.755817,0.363551,0,0,0,25,0
254,450,0,139.320969,23.255651,0.387003,0,0,0,18,0
254,450,0,142.34874,22.761002,0.395413,0,0,0,18,0
254,450,0,139.320969,23.255651,0.387003,0,0,0,18,0
254,450,0,142.34874,22.761002,0.395413,0,0,0,18,0
254,450,0,175.648315,18.44595,0.487912,0,0,0,18,0
254,450,0,130.878326,24.755817,0.363551,0,0,0,18,0
254,450,0,211.367157,15.328777,0.587131,0,0,0,25,0
254,450,0,248.205078,13.053721,0.689459,0,0,0,25,0
254,450,0,157.778885,20.535067,0.438275,0,0,0,25,0
254,450,0,154.096481,21.025787,0.428046,0,0,0,25,0
254,450,0,147.356079,21.987556,0.409322,0,0,0,25,0
254,450,0,178.880096,18.112692,0.496889,0,0,0,25,0
254,450,0,175.648315,18.44595,0.487912,0,0,0,25,0
254,450,0,147.356079,21.987556,0.409322,0,0,0,25,0
254,450,0,154.096481,21.025787,0.428046,0,0,0,25,0
254,450,0,169.571396,19.106997,0.471032,0,0,0,25,0
254,450,0,231.721649,13.982293,0.643671,0,0,0,25,0
254,360,0,108.001488,23.333012,0.300004,0,0,0,25,0
254,360,0,108.001488,23.333012,0.300004,0,0,0,25,0
254,104,0,46222220,9e-06,111111.1072,0,0,0,1,0
254,360,0,97.667282,25.801886,0.271298,0,0,0,25,0
254,360,0,107.750275,23.387411,0.299306,0,0,0,25,0
254,360,0,106.505714,23.660702,0.295849,0,0,0,10,0
254,360,0,97.830841,25.758749,0.271752,0,0,0,10,0
254,360,0,106.505714,23.660702,0.295849,0,0,0,10,0
254,360,0,97.830841,25.758749,0.271752,0,0,0,10,0
254,360,0,107.750275,23.387411,0.299306,0,0,0,10,0
254,104,0,416000000,1e-06,1000000.003,0,0,0,2,0
62,810,1250,3484.720459,1.673592,11.352827,0.272405,0.118175,0.15423,2,0
254,534,268,5033.315918,0.764506,19.620514,0.197293,0.132422,0.064871,1,0
254,360,0,97.667282,25.801886,0.271298,0,0,0,25,0
254,2516,354,8289.625,2.185865,7.777242,0.223554,0.096279,0.127275,1,0
254,90,0,90000000,4e-06,250000.0006,0,0,0,4,0
254,270,0,72.926743,24.682304,0.202574,0,0,0,10,0
254,270,0,69.714935,25.819431,0.193653,0,0,0,10,0
254,2120,0,2826666496,3e-06,333333.3215,0,0,0,4,0
254,90,0,90000000,4e-06,250000.0006,0,0,0,4,0
254,270,0,69.714935,25.819431,0.193653,0,0,0,10,0
254,2120,0,2826666496,3e-06,333333.3215,0,0,0,4,0
254,270,0,72.926743,24.682304,0.202574,0,0,0,10,0
254,534,268,2690.986084,1.429959,10.489811,0.268815,0.127659,0.141156,2,0
254,180,0,34.239452,31.542561,0.09511,0,0,0,7,0
254,180,0,36.991985,29.195513,0.102756,0,0,0,7,0
254,180,0,35.073158,30.79278,0.097425,0,0,0,7,0
254,180,0,35.073158,30.79278,0.097425,0,0,0,7,0
254,180,0,39.396027,27.413933,0.109433,0,0,0,10,0
254,180,0,34.239452,31.542561,0.09511,0,0,0,7,0
254,534,268,7330.068359,0.524961,28.573551,0.197129,0.128843,0.068286,2,0
254,104,0,138666656,3e-06,333333.3215,0,0,0,2,0
254,180,0,36.991985,29.195513,0.102756,0,0,0,7,0
254,180,0,39.396027,27.413933,0.109433,0,0,0,7,0
254,90,0,72000000,5e-06,200000.0051,0,0,0,2,0
254,90,0,72000000,5e-06,200000.0051,0,0,0,2,0
254,534,354,3405.478516,1.129944,15.044994,0.248763,0.075085,0.173678,2,0
254,2516,354,9223.411133,1.964566,8.653311,0.159326,0.07008,0.089246,1,0
62,888,1370,2771.319824,2.349783,8.936996,0.335828,0.176119,0.159709,1,0
254,104,0,59428572,7e-06,142857.1409,0,0,0,2,0
254,1280,0,10551.125,0.921987,20.607666,0,0,0,2,1
254,1280,0,10551.125,0.921987,20.607666,0,0,0,2,1
254,1280,0,10551.125,0.921987,20.607666,0,0,0,2,1
254,1280,0,10551.125,0.921987,20.607666,0,0,0,2,1
254,104,0,46222220,9e-06,111111.1072,0,0,0,2,1
254,156,0,69333328,9e-06,111111.1072,0,0,0,63,1
254,156,0,69333328,9e-06,111111.1072,0,0,0,63,1
254,156,0,69333328,9e-06,111111.1072,0,0,0,63,1
254,156,0,69333328,9e-06,111111.1072,0,0,0,63,1
254,196,0,49000000,1.6e-05,62500.00016,0,0,0,1,1
62,830,960,26616.30664,0.224524,75.715734,0.055643,0.00698,0.048663,2,1
62,852,1336,14973.81543,0.409782,41.485474,0.123943,0.056063,0.06788,3,1
254,1064,268,29646.24805,0.258515,58.023712,0.05861,0.011825,0.046785,1,1
254,564,354,6023.730469,0.674665,25.197692,0.07321,0.039567,0.033643,1,1
62,886,5236,1161.347534,5.600391,4.106856,0.060118,0.010067,0.050051,1,1
62,1196,992,30127.13867,0.285988,59.443053,0.069484,0.012339,0.057145,1,1
254,168,0,224000000,3e-06,333333.3215,0,0,0,1,1
254,564,354,6121.92041,0.663844,25.608426,0.104112,0.038465,0.065647,1,1
254,1148,268,38065.08594,0.217312,69.025183,0.024186,0.009806,0.01438,1,1
62,9082,1747118,9476.987305,7.629429,195.951758,0.052951,0.028738,0.024213,1,1
254,938,354,13455.62891,0.502392,33.838119,0.10843,0.067821,0.040609,1,1
62,908,18088,14481.8877,0.460161,67.367726,0.096038,0.048439,0.047599,1,1
254,168,0,74666664,9e-06,111111.1072,0,0,0,1,1
254,3024,0,18749.36719,1.244202,21.700656,0,0,0,1,1
254,3024,0,18749.36719,1.244202,21.700656,0,0,0,1,1
254,3024,0,18749.36719,1.244202,21.700656,0,0,0,1,1
254,3024,0,18749.36719,1.244202,21.700656,0,0,0,1,1
254,3024,0,18749.36719,1.244202,21.700656,0,0,0,1,1
254,1134,1074,28223.71484,0.289402,58.741818,0.076918,0.025907,0.051011,2,1
254,564,354,6089.59375,0.667368,25.473202,0.016439,0.010495,0.005944,1,1
254,508,268,17519.95117,0.209133,71.724692,0.066589,0.046011,0.020578,12,1
254,758,268,27658.54102,0.197552,75.929377,0.060979,0.031846,0.029133,12,1
254,168,0,84000000,8e-06,125000.0003,0,0,0,1,1
254,566,354,8447.134766,0.483004,35.196396,0.117386,0.057477,0.059909,10,1
254,674,268,9273.44043,0.523646,28.645306,0.087022,0.06836,0.018662,7,1
62,1186,1602,4458.729492,2.032866,21.152403,0.087444,0.047985,0.039459,2,1
62,364,1628,3507.773438,0.727527,20.617791,0.106917,0.062859,0.044058,2,1
254,168,0,74666664,9e-06,111111.1072,0,0,0,1,1
254,17266,354,192446.9531,0.681871,39.596933,0.179623,0.060533,0.11909,6,1
254,490,268,6223.012207,0.566928,26.458385,0.187663,0.111084,0.076579,6,1
254,738,354,6380.013672,0.833854,20.387262,0.201948,0.081185,0.120763,3,1
254,1506,268,14156.46484,0.766293,19.574758,0.097646,0.059008,0.038638,3,1
254,1098,268,13560.11231,0.583476,25.707998,0.11848,0.076982,0.041498,1,1
254,3984,268,46680.54688,0.625871,27.162147,0.17778,0.063971,0.113809,1,1
254,2080,1746,13296.2627,1.173262,23.012763,0.176776,0.06238,0.114396,1,1
254,490,268,7819.634277,0.451172,33.246744,0.141762,0.086672,0.05509,3,1
254,564,354,4632.99707,0.877186,19.380154,0.112582,0.063473,0.049109,1,1
254,546,354,5664.059082,0.694908,24.463669,0.109665,0.057685,0.05198,6,1
254,546,354,7364.208496,0.534477,31.806795,0.106518,0.046605,0.059913,7,1
254,546,268,12212.33789,0.322297,46.540922,0.090418,0.039832,0.050586,7,1
62,908,2000,9498.540039,0.688948,27.57828,0.129972,0.047353,0.082619,1,1
254,484,354,6485.055664,0.537852,31.607209,0.121835,0.067548,0.054287,5,1
62,808,1238,7541.911621,0.772218,24.604451,0.107828,0.051706,0.056122,2,1
254,968,354,16125.11719,0.432617,39.295727,0.10114,0.050666,0.050474,1,1
62,848,986,24525.10742,0.249214,68.214468,0.061495,0.009477,0.052018,2,1
254,564,354,6278.881836,0.647249,26.265008,0.057112,0.008939,0.048173,1,1
254,902,268,34149.39453,0.190223,78.85482,0.0542,0.008343,0.045857,1,1
62,3178,1784,26997.70117,0.894891,43.580725,0.062427,0.01498,0.047447,1,1
62,948,9872,7216.205078,0.998863,43.048947,0.115983,0.044489,0.071494,1,1
62,844,1094,21505.22461,0.282722,60.12974,0.052429,0.007554,0.044875,2,1
62,10662,2055289,8531.416016,9.95755,180.66693,0.059617,0.013861,0.045756,1,1
62,950,2266,5862.437012,1.232252,31.64937,0.104512,0.041314,0.063198,1,1
254,1582,268,37246.53125,0.305854,49.043009,0.072706,0.049463,0.023243,2,1
254,9684,406,85912.22656,0.845421,27.20538,0.100456,0.036372,0.064084,2,1
254,1294,268,24540.00586,0.379788,39.495717,0.100401,0.052219,0.048182,5,1
254,2062,268,25211.26758,0.588943,25.469358,0.170423,0.079865,0.090558,5,1
254,3678,268,45210.01172,0.596682,28.490887,0.233481,0.125815,0.107666,5,1
254,550,354,5460.396973,0.725222,23.441098,0.181819,0.077047,0.104772,3,1
254,168,0,67200000,1e-05,100000.0025,0,0,0,1,1
254,774,268,7532.529297,0.740256,20.26326,0.154707,0.082811,0.071896,1,1
254,718,354,4349.912598,1.189909,14.286807,0.194236,0.092702,0.101534,3,1
254,1716,354,15258.24219,0.810054,20.986255,0.235306,0.121418,0.113888,5,1
254,3678,268,31348.74219,0.860513,19.755658,0.161295,0.103532,0.057763,3,1
62,1326,3294,8175.476562,1.1899,17.648541,0.176547,0.076228,0.100319,4,1
254,2484,268,24808.36914,0.721047,20.803083,0.242878,0.181181,0.061697,5,1
254,6830,354,63278.21094,0.801919,26.187184,0.205898,0.122277,0.083621,3,1
254,780,268,13782.40625,0.407476,36.811983,0.11405,0.048911,0.065139,1,1
254,550,268,8683.487305,0.456038,32.891996,0.162386,0.1216,0.040786,6,1
254,1294,268,13366.60645,0.69726,21.512778,0.162913,0.081167,0.081746,5,1
254,564,354,3518.054199,1.155184,14.71627,0.151956,0.080481,0.071475,1,1
62,914,29346,8138.796387,0.823709,47.346817,0.141144,0.058747,0.082397,1,1
62,824,2216,5422.723145,1.094653,17.357098,0.246033,0.124782,0.121251,1,1
254,992,716,8458.359375,0.860687,22.075388,0.201758,0.105034,0.096724,3,1
254,18872,1718,3313.348145,44.22596,1.243613,0.165615,0.080174,0.085441,4,1
254,1092,766,7970.038574,1.004763,18.909932,0.267796,0.135546,0.13225,1,1
254,1164,842,6123.530762,1.393967,15.064919,0.267957,0.13345,0.134507,3,1
62,1314,1774,7323.669922,1.31628,15.954052,0.171971,0.095961,0.07601,1,1
254,1084,820,5709.169922,1.392847,15.077033,0.122739,0.078245,0.044494,3,1
62,1222,63172,3311.104248,2.838932,31.349817,0.151464,0.083303,0.068161,2,1
62,286548,3166,431125,5.293481,51.950693,0.142381,0.068572,0.073809,1,1
254,1080,734,9459.495117,0.837254,22.693233,0.19769,0.094113,0.103577,3,1
254,1232,830,6176.84668,1.46353,14.348869,0.224843,0.089581,0.135262,2,1
62,836,5624,3267.27002,1.843741,11.389886,0.209077,0.112794,0.096283,1,1
62,958,2726,4800.321777,1.438237,13.210619,0.141729,0.066968,0.074761,1,1
254,1174,730,6819.385742,1.263457,15.038106,0.301089,0.219112,0.081977,2,1
62,800,1018,3930.656494,1.465404,12.965707,0.252379,0.103293,0.149086,1,1
254,988,808,4207.317383,1.722713,12.190075,0.33589,0.140259,0.195631,2,1
254,1228,796,3853.446045,2.337648,8.983389,0.391476,0.190251,0.201225,2,1
62,30764,1764,69871.75781,3.429712,17.20261,0.161565,0.082785,0.07878,1,1
62,28162,1772,92950.375,2.360055,24.999418,0.167226,0.079015,0.088211,1,1
254,1014,740,8808.945312,0.844596,22.495962,0.267957,0.13345,0.134507,2,1
254,1110,820,7386.473145,1.102556,19.046652,0.192385,0.102393,0.089992,2,1
254,1018,840,6546.621582,1.141352,18.399231,0.165505,0.092365,0.07314,3,1
254,1110,776,7631.134277,1.067207,17.803482,0.147658,0.093918,0.05374,4,1
254,1042,696,2814.987305,2.716886,6.9933,0.165615,0.080174,0.085441,4,1
254,34710,1022,138874.9375,1.943965,25.206216,0.298134,0.146677,0.151457,1,1
62,818,4788,3214.010742,1.834468,11.44746,0.160041,0.081714,0.078327,1,1
62,830,1856,4070.478516,1.468132,12.941615,0.308934,0.193964,0.11497,1,1
254,1196,820,5496.693848,1.616972,14.224118,0.19598,0.139863,0.056117,3,1
254,3030,844,11597.99121,1.916194,10.959225,0.234494,0.149328,0.085166,2,1
254,698,682,2449.86792,2.119298,11.796359,0.179848,0.113446,0.066402,1,1
254,700,682,2340.297119,2.22194,11.251429,0.269414,0.131676,0.137738,2,1
254,1106,814,3350.727051,2.420967,8.674219,0.146048,0.083595,0.062453,2,1
254,698,682,1949.200684,2.663656,9.385596,0.107339,0.046083,0.061256,2,1
254,936,354,3539.538574,1.905333,8.922325,0.237883,0.120464,0.117419,1,1
254,3026,792,10362.18652,2.141633,9.805601,0.277098,0.143007,0.134091,2,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
254,1280,0,344.803925,28.213135,0.673445,0,0,0,1,1
62,41302,2104,402751.625,0.803314,88.383873,0.05179,0.007336,0.044454,1,1
254,564,354,5989.956543,0.678469,25.056414,0.08266,0.037078,0.045582,1,1
62,1186,1668,6902.586426,1.313131,32.746162,0.053878,0.007855,0.046023,2,1
254,168,0,44800000,1.5e-05,66666.66835,0,0,0,1,1
254,564,354,6509.836914,0.624286,27.231109,0.050403,0.00597,0.044433,1,1
62,172977,2638,1085855.375,1.265907,147.720166,0.062571,0.046396,0.016175,1,1
254,776,0,1034666624,3e-06,333333.3215,0,0,0,1,1
254,776,0,1034666624,3e-06,333333.3215,0,0,0,1,1
254,776,0,1034666624,3e-06,333333.3215,0,0,0,1,1
254,776,0,1034666624,3e-06,333333.3215,0,0,0,1,1
254,168,0,224000000,3e-06,333333.3215,0,0,0,1,1
254,2858,0,46282.50781,0.466699,36.426047,0,0,0,1,1
254,2858,0,46282.50781,0.466699,36.426047,0,0,0,1,1
254,2858,0,46282.50781,0.466699,36.426047,0,0,0,1,1
254,168,0,96000000,7e-06,142857.1409,0,0,0,1,1
254,974,268,38923.28516,0.180252,83.216829,0.051015,0.006627,0.044388,1,1
62,748,4208,20414.03516,0.264132,71.933732,0.053529,0.007573,0.045956,1,1
254,2150,0,2150000128,4e-06,250000.0006,0,0,0,37,1
